ParentUSI,Verification,PersonalTitlePrefix,FirstName,MiddleName,LastSurname,GenerationCodeSuffix,MaidenName,Sex
902743,Birth certificate,Ms,Jessie,Erica,Stone,Jr,,Female
902744,Baptismal or church certificate,Mr,Jaime,Stephen,Boyd,,,Male
902745,Birth certificate,Ms,Faith,Hilary,Terrell,,,Female
902746,Immigration document/visa,Ms,Linda,Amelia,Hobbs,,,Female
902747,Other official document,Mr,Ken,Sean,Whitaker,Jr,,Male
902748,Baptismal or church certificate,Ms,Aisha,Jacqueline,David,,,Female
902749,Entry in family Bible,Mr,Roy,Ross,Mayo,,,Male
902750,Birth certificate,Ms,Socorro,Merle,Melendez,Jr,,Female
902751,Immigration document/visa,Ms,Colleen,Wanda,Campbell,,,Female
902752,Other official document,Mr,Herbert,Terrance,Whitaker,,,Male
902753,Baptismal or church certificate,Ms,Dona,Sandy,Pace,,,Female
902754,Entry in family Bible,Mr,Lewis,Dustin,Woodard,,,Male
902755,Passport,Ms,Lana,Nettie,Thompson,,,Female
902756,Hospital certificate,Mr,Troy,Mark,Nicholson,,,Male
902757,Baptismal or church certificate,Mr,Randall,Harvey,Warner,Jr,,Male
902758,Passport,Mr,David,Alan,Mosley,,,Male
902759,Physicians certificate,Mr,Johnnie,Ruben,Buck,,,Male
902760,Immigration document/visa,Ms,Lynnette,Lila,Brewer,Jr,,Female
902761,Immigration document/visa,Mr,Louis,Duane,Sharpe,,,Male
902762,Previously verified school records,Ms,Shauna,Alexandra,Becker,,,Female
902763,Hospital certificate,Mr,Ron,Ian,Alvarez,,,Male
902764,Life insurance policy,Ms,Stefanie,Amie,Spence,Jr,,Female
902765,Entry in family Bible,Mr,Todd,Billy,Wall,,,Male
902766,Parents affidavit,Mr,Jerry,Hector,Bailey,,,Male
902767,Hospital certificate,Ms,Sheena,Madeline,Key,,,Female
902768,Other,Ms,Bridget,Velma,Combs,Jr,,Female
902769,Other,Mr,Bill,Cecil,Hanson,,,Male
902770,Other official document,Ms,Isabel,Graciela,Jackson,,,Female
902771,Birth certificate,Ms,Louella,Leanne,Huff,Jr,,Female
902772,Hospital certificate,Mr,Albert,Pedro,Pugh,,,Male
902773,Entry in family Bible,Ms,Goldie,Rosemary,Hall,,,Female
902774,Other official document,Ms,Mollie,Ann,Dale,,,Female
902775,Hospital certificate,Mr,Walter,Darrell,Bridges,,,Male
902776,Parents affidavit,Ms,Jasmine,Edith,Mccarty,Jr,,Female
902777,Other official document,Mr,Juan,Ronald,Vincent,,,Male
902778,Other official document,Ms,Donna,Frankie,Parsons,Jr,,Female
902779,Passport,Mr,Ben,Morris,Landry,,,Male
902780,Birth certificate,Ms,Aisha,Leticia,Hudson,,,Female
902781,Other,Ms,Juliette,Concepcion,Anthony,,,Female
902782,Parents affidavit,Mr,Kelly,Nicholas,Mckenzie,,,Male
902783,Immigration document/visa,Mr,Dan,Keith,Blankenship,,,Male
902784,Birth certificate,Ms,Bridget,Charmaine,Gonzales,,,Female
902785,Parents affidavit,Mr,Johnnie,Darrell,Acevedo,,,Male
902786,Previously verified school records,Ms,Cleo,Karen,Tanner,,,Female
902787,Immigration document/visa,Mr,Nathan,Carl,Small,,,Male
902788,Life insurance policy,Mr,Chester,Kenneth,Walters,Jr,,Male
902789,State-issued ID,Ms,Jerry,Deanne,Barrera,,,Female
902790,Entry in family Bible,Mr,Lawrence,Russell,Dyer,,,Male
902791,State-issued ID,Ms,Lillie,Juanita,Leblanc,Jr,,Female
902792,Hospital certificate,Mr,Jon,Philip,Kirk,,,Male
902793,Previously verified school records,Ms,Rosario,Nicole,Castro,,,Female
902794,Other,Mr,Ramon,Victor,Dean,Jr,,Male
902795,Baptismal or church certificate,Mr,Sergio,Terrance,Yang,,,Male
902796,Other,Mr,Eddie,Norman,Evans,,,Male
902797,Baptismal or church certificate,Mr,Terrance,Jeff,Brooks,,,Male
902798,Baptismal or church certificate,Mr,William,Milton,Yang,,,Male
902799,Entry in family Bible,Ms,Allyson,Tasha,Barrett,Jr,,Female
902800,Other official document,Mr,Juan,Louis,Buck,Jr,,Male
902801,State-issued ID,Mr,Anthony,Virgil,Barry,Jr,,Male
902802,Life insurance policy,Ms,Naomi,Lottie,Keller,,,Female
902803,Other non-official document,Ms,Cecilia,Anne,Ferrell,,,Female
902804,Other non-official document,Ms,Celina,Rosanna,Vasquez,,,Female
902805,State-issued ID,Mr,Russell,Steve,Mathews,Jr,,Male
902806,Baptismal or church certificate,Ms,Caitlin,Diane,Everett,,,Female
902807,Baptismal or church certificate,Ms,Jeri,Gail,Dotson,,,Female
902808,State-issued ID,Mr,Edgar,Greg,Simon,,,Male
902809,Passport,Mr,Louis,Wade,Mayo,,,Male
902810,Birth certificate,Ms,Michele,Ida,Riddle,,,Female
902811,Other,Mr,Mathew,Greg,Calderon,,,Male
902812,Baptismal or church certificate,Mr,Rodney,Roy,Cooper,,,Male
902813,Immigration document/visa,Ms,Margo,Katina,Boyd,,,Female
902814,State-issued ID,Mr,Byron,James,Clark,,,Male
902815,Birth certificate,Ms,Manuela,Lula,Ellis,,,Female
902816,Baptismal or church certificate,Mr,Jordan,Milton,Blackwell,,,Male
902817,Parents affidavit,Ms,Marci,Dawn,Shelton,,,Female
902818,Parents affidavit,Ms,Jami,Elnora,Lynn,,,Female
902819,Other non-official document,Mr,Eugene,Claude,Malone,,,Male
902820,Hospital certificate,Ms,Elaine,Harriett,Sullivan,,,Female
902821,Other,Ms,Joann,Keisha,Craig,,,Female
902822,Entry in family Bible,Mr,Clinton,Bob,Manning,Jr,,Male
902823,Birth certificate,Ms,Lynette,Callie,Pope,,,Female
902824,Other,Mr,Mario,Byron,Mcclain,,,Male
902825,Hospital certificate,Mr,Byron,Leonard,Graves,,,Male
902826,Previously verified school records,Ms,Dianne,Rhoda,Delaney,,,Female
902827,Hospital certificate,Mr,Benjamin,Alan,Hickman,,,Male
902828,State-issued ID,Ms,Melisa,Rose,Velazquez,,,Female
902829,Physicians certificate,Mr,Lance,Benjamin,Wynn,,,Male
902830,Entry in family Bible,Ms,Cara,Dixie,Chen,,,Female
902831,Physicians certificate,Ms,Maryanne,Katie,Dickson,,,Female
902832,Immigration document/visa,Mr,Sam,Ramon,Gray,Jr,,Male
902833,Passport,Mr,Michael,Gary,Massey,,,Male
902834,Parents affidavit,Mr,Jorge,Jeremy,Moran,,,Male
902835,State-issued ID,Ms,Jeannine,Gilda,Velasquez,Jr,,Female
902836,Other non-official document,Mr,Neil,Dean,Kim,,,Male
902837,Passport,Ms,Magdalena,Ashley,French,,,Female
902838,Previously verified school records,Mr,Dale,Shane,Rich,,,Male
902839,Baptismal or church certificate,Ms,Gale,Jaime,Welch,Jr,,Female
902840,Immigration document/visa,Mr,Derek,Ken,Padilla,,,Male
902841,Other non-official document,Ms,Carmella,Nettie,Gordon,Jr,,Female
902842,Immigration document/visa,Mr,Rafael,Alvin,Shaffer,,,Male
902843,Baptismal or church certificate,Ms,Jocelyn,Frieda,Stout,Jr,,Female
902844,Other official document,Mr,Joshua,Nathaniel,Witt,,,Male
902845,Life insurance policy,Ms,Nicole,Glenna,Vaughn,,,Female
902846,Passport,Mr,Ron,Jonathan,Juarez,,,Male
902847,Birth certificate,Ms,Flora,Priscilla,Rich,,,Female
902848,Hospital certificate,Ms,Letitia,Bobbie,Hammond,,,Female
902849,Life insurance policy,Mr,Marion,Glen,Mooney,,,Male
902850,Previously verified school records,Ms,Leila,Cristina,Chandler,,,Female
902851,Baptismal or church certificate,Mr,Shawn,Nathan,Knight,Jr,,Male
902852,Baptismal or church certificate,Ms,Isabelle,Minnie,Sharpe,Jr,,Female
902853,Baptismal or church certificate,Ms,Cheryl,Heather,Leach,,,Female
902854,Entry in family Bible,Mr,Clifton,Oscar,Mcmahon,,,Male
902855,Passport,Ms,Cathleen,Frieda,Stark,Jr,,Female
902856,Immigration document/visa,Mr,Brent,Virgil,Jefferson,Jr,,Male
902857,Baptismal or church certificate,Mr,Miguel,Sean,Simon,,,Male
902858,Immigration document/visa,Ms,Christine,Christie,Skinner,,,Female
902859,Baptismal or church certificate,Mr,David,Tyrone,Joyce,,,Male
902860,Other official document,Ms,Ginger,Vickie,Barnett,Jr,,Female
902861,Life insurance policy,Mr,Andy,Harry,Moore,Jr,,Male
902862,Entry in family Bible,Ms,Ofelia,Yolanda,Wright,,,Female
902863,Other official document,Ms,Gena,Rosetta,Justice,,,Female
902864,Other,Ms,Lucille,Hattie,Perry,Jr,,Female
902865,Other non-official document,Ms,Arlene,Katheryn,Martin,Jr,,Female
902866,Other,Mr,Johnny,Jon,Beck,,,Male
902867,Other,Ms,Jeanne,Kelly,Acosta,,,Female
902868,Other official document,Mr,Ernest,Aaron,Drake,Jr,,Male
902869,Other,Ms,Francine,Sophia,Padilla,Jr,,Female
902870,Parents affidavit,Mr,Marc,Marcus,Morris,,,Male
902871,Birth certificate,Ms,Isabella,Lidia,Hardy,,,Female
902872,Passport,Mr,Curtis,Dennis,Nielsen,,,Male
902873,State-issued ID,Ms,Marcy,Angeline,Rosa,,,Female
902874,Physicians certificate,Ms,Yolanda,Shelby,Watson,,,Female
902875,Previously verified school records,Mr,James,Brett,Calderon,,,Male
902876,Parents affidavit,Ms,Lorrie,Lina,Peters,,,Female
902877,Other official document,Ms,Lesa,Sonya,Vang,,,Female
902878,Passport,Mr,Ronnie,Duane,Harrison,,,Male
902879,Parents affidavit,Ms,Betty,Alana,Walsh,,,Female
902880,Immigration document/visa,Mr,Jeffrey,Charlie,Frost,Jr,,Male
902881,Entry in family Bible,Mr,Gregory,Alfred,Weber,Jr,,Male
902882,Physicians certificate,Ms,Corrine,Rochelle,Warner,,,Female
902883,Other official document,Mr,Todd,Todd,Martin,,,Male
902884,Hospital certificate,Ms,Lucinda,Staci,Monroe,,,Female
902885,Previously verified school records,Mr,Jerry,Lester,Mckinney,,,Male
902886,State-issued ID,Ms,Winifred,Vicky,Rodgers,,,Female
902887,Other non-official document,Ms,Stacy,Mia,Cortez,,,Female
902888,Life insurance policy,Mr,Mitchell,Jim,Nixon,Jr,,Male
902889,Entry in family Bible,Ms,Doris,Harriett,Waters,Jr,,Female
902890,Other non-official document,Mr,Kurt,Willie,Reilly,,,Male
902891,Immigration document/visa,Ms,Sheree,Concetta,Yates,Jr,,Female
902892,Previously verified school records,Mr,Albert,Stephen,Pena,,,Male
902893,Other non-official document,Ms,Roxie,Olive,Larsen,,,Female
902894,Other non-official document,Mr,Frederick,Mike,Baker,,,Male
902895,Physicians certificate,Ms,Lois,Carolyn,Lowery,,,Female
902896,Other,Ms,Ericka,Rosa,Fleming,,,Female
902897,Other non-official document,Mr,Jimmy,Walter,Shields,Jr,,Male
902898,Other,Ms,Elma,Estela,Burns,,,Female
902899,Previously verified school records,Mr,Allen,Milton,Winters,,,Male
902900,Previously verified school records,Ms,Bridgette,Ruby,Soto,,,Female
902901,Previously verified school records,Mr,Mitchell,Kent,Wolfe,,,Male
902902,Other,Ms,Fay,Katy,Roach,,,Female
902903,State-issued ID,Mr,Micheal,Sidney,Gaines,Jr,,Male
902904,Baptismal or church certificate,Mr,Lonnie,Travis,Rodgers,,,Male
902905,Life insurance policy,Mr,Darryl,Steven,Andrews,,,Male
902906,Entry in family Bible,Ms,Yvette,Melody,Gilbert,Jr,,Female
902907,Hospital certificate,Mr,Leon,Tommy,Greer,,,Male
902908,Life insurance policy,Ms,Katherine,Selena,Cameron,,,Female
902909,Other official document,Mr,Jack,Jerome,Roman,,,Male
902910,Other,Ms,Dolly,Olive,Combs,Jr,,Female
902911,Immigration document/visa,Mr,Charles,Miguel,Richard,,,Male
902912,Passport,Ms,Janette,Joann,Cantrell,,,Female
902913,Birth certificate,Mr,Hugh,Alex,Daniel,,,Male
902914,Other,Ms,Sharon,Elvia,Klein,,,Female
902915,Physicians certificate,Mr,Ricardo,Edward,Bass,,,Male
902916,Baptismal or church certificate,Mr,Marc,Gabriel,Vargas,,,Male
902917,Hospital certificate,Ms,Latoya,May,Stewart,,,Female
902918,Baptismal or church certificate,Mr,Vincent,Dave,Giles,,,Male
902919,Baptismal or church certificate,Ms,Rosanne,Simone,Carney,,,Female
902920,Baptismal or church certificate,Ms,Kara,Aurelia,Jensen,,,Female
902921,Baptismal or church certificate,Mr,Bobby,Cody,Gallagher,,,Male
902922,Other official document,Ms,Willa,Shelby,Buckner,Jr,,Female
902923,Other,Mr,Byron,Luis,Chambers,,,Male
902924,Life insurance policy,Mr,Craig,Ricky,Turner,Jr,,Male
902925,Parents affidavit,Ms,Beth,Kelley,Norman,Jr,,Female
902926,Entry in family Bible,Mr,Rodney,Pedro,Holder,,,Male
902927,Previously verified school records,Mr,Jimmy,Albert,Gillespie,,,Male
902928,Other,Ms,Lucinda,Amy,Trevino,,,Female
902929,Physicians certificate,Mr,Herman,Jimmy,Adkins,Jr,,Male
902930,State-issued ID,Ms,Eugenia,Carly,Bray,,,Female
902931,Baptismal or church certificate,Ms,Opal,Nancy,Horton,,,Female
902932,Other non-official document,Mr,Morris,Andy,Blankenship,,,Male
902933,Baptismal or church certificate,Ms,Dana,Bethany,Key,,,Female
902934,State-issued ID,Ms,Alicia,Karin,Goff,,,Female
902935,Previously verified school records,Mr,Jesus,Bernard,Fox,,,Male
902936,Life insurance policy,Ms,Jewel,Maude,Cortez,,,Female
902937,Other non-official document,Mr,Dustin,Ross,Roach,,,Male
902938,Baptismal or church certificate,Ms,Regina,Brenda,Ortega,Jr,,Female
902939,Entry in family Bible,Mr,Freddie,Marvin,Bond,Jr,,Male
902940,Hospital certificate,Mr,Ken,Jerry,Hendricks,,,Male
902941,Previously verified school records,Ms,Deanne,Brooke,Rhodes,Jr,,Female
902942,Life insurance policy,Mr,Douglas,Lonnie,Giles,,,Male
902943,Passport,Ms,Katherine,Selena,Goodwin,,,Female
902944,Other non-official document,Mr,Lawrence,Claude,Dejesus,,,Male
902945,Baptismal or church certificate,Mr,Wade,Ramon,Bond,,,Male
902946,Birth certificate,Ms,Darcy,Aimee,Roach,Jr,,Female
902947,State-issued ID,Mr,James,Antonio,Case,,,Male
902948,Other non-official document,Mr,Bruce,Brett,Ray,,,Male
902949,Hospital certificate,Ms,Isabel,James,Logan,,,Female
902950,Baptismal or church certificate,Ms,Irma,Veronica,Sellers,Jr,,Female
902951,Hospital certificate,Mr,Roy,Leslie,Lambert,,,Male
902952,Parents affidavit,Ms,Charmaine,Juliet,Wong,,,Female
902953,Physicians certificate,Mr,Jose,Gary,Cameron,,,Male
902954,Immigration document/visa,Mr,Justin,Patrick,Guy,,,Male
902955,Life insurance policy,Ms,Marta,Madeleine,Atkinson,,,Female
902956,Other official document,Mr,Billy,Steven,Hester,,,Male
902957,Entry in family Bible,Ms,Nannie,Dana,Potts,,,Female
902958,Baptismal or church certificate,Mr,Clifton,Stanley,Phillips,,,Male
902959,Previously verified school records,Ms,Jamie,Jodie,Leblanc,,,Female
902960,Previously verified school records,Mr,Gary,Tim,Macias,,,Male
902961,Other official document,Ms,Haley,Leann,Holman,,,Female
902962,Physicians certificate,Ms,Betty,Adeline,Freeman,,,Female
902963,Passport,Mr,Ricardo,Gilbert,Wilcox,,,Male
902964,Life insurance policy,Ms,Alexis,Janie,Ballard,,,Female
902965,Entry in family Bible,Mr,Mark,Nathaniel,Good,Jr,,Male
902966,Passport,Ms,Allyson,Jan,Baxter,,,Female
902967,Baptismal or church certificate,Mr,Guy,Randall,Hood,,,Male
902968,State-issued ID,Ms,Maryellen,Marietta,Collier,,,Female
902969,Immigration document/visa,Mr,Terry,Erik,Johnson,,,Male
902970,Hospital certificate,Mr,Raymond,Shane,Campbell,Jr,,Male
902971,Immigration document/visa,Mr,Tyler,Nelson,Webb,,,Male
902972,Passport,Ms,Carrie,Tonya,Hooper,,,Female
902973,Other,Mr,Jeremy,Darrell,Contreras,,,Male
902974,Other,Ms,Tamra,Latonya,May,Jr,,Female
902975,Other official document,Mr,Javier,Derek,Larsen,,,Male
902976,Immigration document/visa,Ms,Lupe,Rosemarie,Decker,,,Female
902977,Immigration document/visa,Mr,Erik,Arnold,Hoover,,,Male
902978,State-issued ID,Ms,Mai,Geneva,Gallagher,Jr,,Female
902979,Other official document,Mr,Brett,Brad,Bentley,,,Male
902980,Baptismal or church certificate,Mr,Alberto,Dustin,Benjamin,,,Male
902981,Other official document,Mr,John,Chris,Maxwell,,,Male
902982,Other non-official document,Ms,Christa,Earlene,Snyder,,,Female
902983,Baptismal or church certificate,Ms,Jewel,Aurora,Rosa,,,Female
902984,Life insurance policy,Mr,Andy,Leslie,Washington,,,Male
902985,Physicians certificate,Ms,Mariana,Casandra,Aguirre,Jr,,Female
902986,Previously verified school records,Mr,Bruce,Leo,Nelson,Jr,,Male
902987,Passport,Ms,Susie,Etta,Harmon,,,Female
902988,Life insurance policy,Mr,Kelly,Randall,Stanton,,,Male
902989,Baptismal or church certificate,Mr,Philip,Alvin,Ewing,,,Male
902990,Parents affidavit,Ms,Jenna,Annmarie,Marsh,,,Female
902991,Previously verified school records,Ms,Dorthy,Beatriz,Montoya,,,Female
902992,Previously verified school records,Ms,Juliet,Rosetta,Manning,Jr,,Female
902993,Baptismal or church certificate,Ms,Lucy,Deirdre,Whitaker,,,Female
902994,Life insurance policy,Ms,Marcie,Alisa,Farmer,,,Female
902995,Baptismal or church certificate,Mr,Steven,Shane,Richardson,,,Male
902996,State-issued ID,Ms,Rene,Candice,Trevino,,,Female
902997,Birth certificate,Mr,Dustin,Danny,Wolf,,,Male
902998,Immigration document/visa,Ms,Laverne,Jillian,Keith,,,Female
902999,Entry in family Bible,Mr,Enrique,Jon,Roy,Jr,,Male
903000,Baptismal or church certificate,Ms,Harriett,Sallie,Randall,,,Female
903001,Other official document,Mr,Neil,Roberto,Herrera,,,Male
903002,Other non-official document,Mr,Wade,Arnold,Carr,,,Male
903003,Other official document,Ms,Sherri,Elinor,Leach,Jr,,Female
903004,Entry in family Bible,Mr,Jerome,Jessie,Gates,Jr,,Male
903005,Life insurance policy,Mr,Pedro,Tom,Watkins,,,Male
903006,Physicians certificate,Ms,Daphne,Yolanda,Neal,,,Female
903007,Baptismal or church certificate,Mr,Sam,Clarence,Craft,,,Male
903008,Parents affidavit,Ms,Hilda,Zelma,Workman,,,Female
903009,Parents affidavit,Mr,Wayne,Elmer,Lewis,Jr,,Male
903010,Hospital certificate,Ms,Tracey,Laurel,Turner,Jr,,Female
903011,Parents affidavit,Mr,Ben,Jack,Larsen,,,Male
903012,Life insurance policy,Ms,Fran,Myrna,Floyd,,,Female
903013,Hospital certificate,Mr,Joel,Tommy,Velasquez,,,Male
903014,Life insurance policy,Ms,Becky,Suzette,Barrett,Jr,,Female
903015,Baptismal or church certificate,Mr,Joel,Angel,Newman,,,Male
903016,Parents affidavit,Ms,Dominique,Madelyn,Fleming,Jr,,Female
903017,Previously verified school records,Mr,Cecil,Bob,Valdez,Jr,,Male
903018,Immigration document/visa,Mr,Troy,Chad,Dalton,Jr,,Male
903019,Entry in family Bible,Ms,Pearlie,Becky,Grimes,,,Female
903020,Baptismal or church certificate,Mr,Darryl,Ryan,Love,Jr,,Male
903021,Baptismal or church certificate,Ms,Nell,Flossie,Boone,,,Female
903022,Life insurance policy,Mr,Alberto,Bill,Villarreal,,,Male
903023,Entry in family Bible,Ms,Mari,Dee,Williams,,,Female
903024,Other,Ms,Tanya,Minnie,Leonard,,,Female
903025,Parents affidavit,Ms,Shauna,Krista,Rivera,Jr,,Female
903026,Hospital certificate,Mr,Arthur,Richard,Schneider,,,Male
903027,Immigration document/visa,Ms,Francisca,Joni,Duncan,,,Female
903028,Entry in family Bible,Ms,Vonda,Melanie,Banks,,,Female
903029,Physicians certificate,Ms,Marie,Beryl,Santos,,,Female
903030,Birth certificate,Mr,Terrence,Christopher,Ford,,,Male
903031,Birth certificate,Mr,Jordan,Jamie,Mclaughlin,,,Male
903032,Immigration document/visa,Ms,Ericka,Ruby,Schultz,,,Female
903033,Baptismal or church certificate,Mr,Glen,Alexander,Garza,Jr,,Male
903034,Other non-official document,Ms,Terry,Brianna,Marquez,,,Female
903035,Passport,Mr,Dwayne,Darrell,Rollins,Jr,,Male
903036,Passport,Ms,Margret,Elinor,Odom,,,Female
903037,Birth certificate,Mr,Martin,Bradley,Foreman,,,Male
903038,Baptismal or church certificate,Ms,Rosie,Harriett,Bowen,,,Female
903039,Birth certificate,Mr,David,Greg,Glover,,,Male
903040,Other,Ms,Summer,Araceli,Lyons,Jr,,Female
903041,State-issued ID,Mr,Jessie,Tracy,Salas,,,Male
903042,Physicians certificate,Ms,Edwina,Lesa,Cooley,Jr,,Female
903043,State-issued ID,Mr,Morris,Gordon,Witt,,,Male
903044,Other,Mr,Ramon,Larry,Raymond,,,Male
903045,Other official document,Ms,Gay,Kari,Todd,,,Female
903046,Birth certificate,Ms,Gale,Shawna,Beasley,,,Female
903047,Life insurance policy,Mr,Darryl,Arthur,Golden,Jr,,Male
903048,Birth certificate,Ms,Melody,Cathy,Jennings,,,Female
903049,Other non-official document,Mr,Brad,Lonnie,Marquez,,,Male
903050,Other non-official document,Ms,Cindy,Cathleen,Griffin,,,Female
903051,Other non-official document,Mr,Andy,Roger,Fuller,,,Male
903052,Baptismal or church certificate,Ms,Peggy,May,Norris,,,Female
903053,Physicians certificate,Mr,Francis,Miguel,Mcintyre,,,Male
903054,Previously verified school records,Ms,Nicole,Lesa,Clark,,,Female
903055,Life insurance policy,Mr,Herman,Jonathan,Cleveland,Jr,,Male
903056,Other official document,Ms,Marisol,Dominique,Potts,Jr,,Female
903057,Life insurance policy,Mr,Claude,Herbert,Valencia,,,Male
903058,Birth certificate,Ms,Imelda,Josie,Melton,,,Female
903059,Immigration document/visa,Mr,Charles,Erik,Cunningham,,,Male
903060,Baptismal or church certificate,Ms,Deena,Maribel,Perkins,Jr,,Female
903061,Baptismal or church certificate,Mr,Travis,Francis,Oliver,,,Male
903062,State-issued ID,Ms,Jocelyn,Keisha,Phelps,Jr,,Female
903063,Entry in family Bible,Mr,Dustin,Angel,Rhodes,,,Male
903064,Other official document,Mr,Kirk,Charlie,Hunt,,,Male
903065,Immigration document/visa,Mr,Miguel,Perry,Obrien,,,Male
903066,Life insurance policy,Ms,Marietta,Lorie,Cabrera,Jr,,Female
903067,Entry in family Bible,Ms,Lorraine,Arline,Jacobson,,,Female
903068,Hospital certificate,Mr,Franklin,Mark,Rush,,,Male
903069,Baptismal or church certificate,Mr,Samuel,Curtis,Moon,,,Male
903070,Other official document,Ms,Letitia,Lolita,Blake,,,Female
903071,Other non-official document,Mr,Freddie,Lonnie,Jennings,,,Male
903072,Physicians certificate,Mr,Seth,Johnny,Haley,,,Male
903073,Baptismal or church certificate,Ms,Cassandra,Karla,Joyner,,,Female
903074,Entry in family Bible,Mr,Jon,Claude,Hansen,,,Male
903075,Baptismal or church certificate,Mr,Douglas,Gabriel,Adams,,,Male
903076,Hospital certificate,Ms,Marisa,Freida,Obrien,Jr,,Female
903077,Baptismal or church certificate,Mr,Curtis,Nathaniel,Chang,,,Male
903078,Entry in family Bible,Ms,Daphne,Kate,Castaneda,,,Female
903079,Entry in family Bible,Ms,Aimee,Teri,Mcdonald,Jr,,Female
903080,Immigration document/visa,Mr,Nathaniel,Cody,Welch,Jr,,Male
903081,State-issued ID,Ms,Stacie,Jannie,Valentine,Jr,,Female
903082,Hospital certificate,Mr,Ray,Floyd,Mills,,,Male
903083,Immigration document/visa,Ms,Cara,Donna,Rocha,,,Female
903084,Entry in family Bible,Ms,Shirley,Betsy,Kirk,,,Female
903085,Parents affidavit,Ms,Tasha,Maricela,Huffman,Jr,,Female
903086,Baptismal or church certificate,Mr,Jesus,Roy,Strong,,,Male
903087,Birth certificate,Ms,Melinda,Minerva,Lancaster,,,Female
903088,Parents affidavit,Mr,Steve,Claude,Sanford,Jr,,Male
903089,Other,Mr,Barry,Bryan,Bryant,,,Male
903090,Immigration document/visa,Ms,Debora,Fern,Singleton,,,Female
903091,Previously verified school records,Ms,June,Tabatha,Huff,,,Female
903092,Baptismal or church certificate,Mr,Bryan,Randy,Rich,,,Male
903093,Previously verified school records,Ms,Selma,Jean,Michael,,,Female
903094,Life insurance policy,Mr,Ernest,Clyde,Mcmillan,,,Male
903095,Baptismal or church certificate,Ms,Marylou,Laurie,Hayes,,,Female
903096,Other official document,Mr,Kevin,Mike,Bush,Jr,,Male
903097,Other non-official document,Ms,Amie,Colette,Avery,,,Female
903098,Physicians certificate,Mr,Jerry,Bill,Nguyen,Jr,,Male
903099,Birth certificate,Ms,Emma,Deanna,Sanford,,,Female
903100,Birth certificate,Mr,Lee,Bradley,Franco,,,Male
903101,Birth certificate,Ms,Cherie,Kathie,Duncan,,,Female
903102,Birth certificate,Ms,Polly,Esmeralda,Steele,Jr,,Female
903103,State-issued ID,Mr,Marion,Lester,Franco,,,Male
903104,Baptismal or church certificate,Ms,Evelyn,Elva,Burnett,,,Female
903105,Previously verified school records,Mr,Jamie,Virgil,Kemp,,,Male
903106,Life insurance policy,Ms,Suzanne,Tasha,Bean,,,Female
903107,Parents affidavit,Ms,Felicia,Lakeisha,Huffman,,,Female
903108,Hospital certificate,Ms,Lana,Jodi,Burnett,,,Female
903109,Hospital certificate,Ms,Leanna,Tonia,Benton,,,Female
903110,Life insurance policy,Mr,Alex,Joseph,Powell,,,Male
903111,Other,Ms,Viola,Michelle,Mosley,,,Female
903112,Physicians certificate,Mr,Chester,Ryan,Perry,,,Male
903113,Previously verified school records,Ms,Debbie,Elisabeth,Crawford,,,Female
903114,State-issued ID,Mr,Larry,Arnold,Love,,,Male
903115,Physicians certificate,Mr,Edward,Bernard,Kim,,,Male
903116,State-issued ID,Ms,Tasha,Olivia,Vasquez,,,Female
903117,Life insurance policy,Ms,Callie,Angie,Nixon,,,Female
903118,Birth certificate,Mr,Dale,Alex,Franklin,,,Male
903119,Parents affidavit,Ms,Dawn,Celina,Gallagher,,,Female
903120,Hospital certificate,Ms,Peggy,Jodie,Cotton,,,Female
903121,Baptismal or church certificate,Mr,Craig,Brett,Mcconnell,,,Male
903122,Other non-official document,Mr,Willard,Ronnie,Whitfield,,,Male
903123,Passport,Mr,Julian,Stanley,Pace,,,Male
903124,Physicians certificate,Ms,Maureen,Lidia,Le,,,Female
903125,Life insurance policy,Mr,Larry,Ricky,Ochoa,,,Male
903126,Physicians certificate,Ms,Lottie,Stacey,Sheppard,Jr,,Female
903127,Other,Mr,Duane,Brandon,Workman,Jr,,Male
903128,Birth certificate,Ms,Earline,Colleen,Dyer,,,Female
903129,Physicians certificate,Mr,Phillip,Kenneth,Hicks,,,Male
903130,Hospital certificate,Ms,Gwendolyn,Misty,Ratliff,,,Female
903131,Other,Mr,Henry,Jimmie,Maxwell,,,Male
903132,Other,Ms,Carlene,Tina,Casey,,,Female
903133,Hospital certificate,Ms,Daisy,Josefina,Randall,,,Female
903134,Parents affidavit,Mr,Steve,Raul,Sampson,,,Male
903135,Entry in family Bible,Ms,Lou,Vera,Dickerson,,,Female
903136,Other,Mr,Nicholas,Curtis,Tucker,,,Male
903137,Other official document,Ms,Michael,Diana,Carey,,,Female
903138,Other official document,Mr,Seth,Craig,Cruz,,,Male
903139,Baptismal or church certificate,Ms,Melinda,Leslie,Roberts,,,Female
903140,Hospital certificate,Mr,Darrell,Perry,Mills,,,Male
903141,Other official document,Mr,Nathaniel,Roberto,Sears,,,Male
903142,Baptismal or church certificate,Ms,Staci,Sandy,Holman,,,Female
903143,Passport,Ms,Carmen,Jodi,Brennan,Jr,,Female
903144,Entry in family Bible,Mr,Lonnie,Tim,Richard,,,Male
903145,Baptismal or church certificate,Ms,Michelle,Leola,Underwood,,,Female
903146,Parents affidavit,Ms,Cherie,Nell,Flynn,,,Female
903147,Physicians certificate,Mr,Rodney,Sam,York,,,Male
